,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1851748,2466097,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-003,1,SimplifiedNumeratorQuantity1,2007-04-19 14:03:11.0,2007-04-19 14:03:16.0,2007-04-19 14:03:16.0,2007-04-19 14:03:16.0,5.0,5.0,,1,0,0,1,Calculate unit rate,6
1851757,2466106,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-098,1,SimplifiedNumeratorQuantity1,2007-04-19 14:03:57.0,2007-04-19 14:04:07.0,2007-04-19 14:04:07.0,2007-04-19 14:04:07.0,10.0,10.0,,1,0,0,1,Calculate unit rate,7
1851765,2466114,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-098,1,SimplifiedNumeratorQuantity2,2007-04-19 14:04:34.0,2007-04-19 14:04:37.0,2007-04-19 14:04:37.0,2007-04-19 14:04:37.0,3.0,3.0,,1,0,0,1,Calculate unit rate,8
1851778,2466127,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2007-04-19 14:06:25.0,2007-04-19 14:06:28.0,2007-04-19 14:08:09.0,2007-04-19 14:08:09.0,13.0,,13.0,0,1,1,1,Calculate part in proportion with fractions,1
1851791,2466140,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-094,1,EquationAnswer,2007-05-01 11:57:29.0,2007-05-01 11:57:34.0,2007-05-01 11:57:59.0,2007-05-01 11:57:59.0,8.0,,8.0,0,1,0,1,Calculate part in proportion with fractions,2
1851805,2466154,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-065,1,EquationAnswer,2007-05-01 12:00:56.0,2007-05-01 12:01:00.0,2007-05-01 12:01:00.0,2007-05-01 12:01:00.0,4.0,4.0,,1,0,0,1,Calculate total in proportion with fractions,1
1851818,2466167,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-053,1,EquationAnswer,2007-05-01 12:02:51.0,2007-05-01 12:02:55.0,2007-05-01 12:02:55.0,2007-05-01 12:02:55.0,4.0,4.0,,1,0,0,1,Calculate total in proportion with fractions,2
1851830,2466179,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-112,1,EquationAnswer,2007-05-01 12:04:16.0,2007-05-01 12:04:21.0,2007-05-01 12:04:21.0,2007-05-01 12:04:21.0,5.0,5.0,,1,0,0,1,Calculate part in proportion with fractions,3
1851842,2466191,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-195,1,EquationAnswer,2007-05-01 12:05:42.0,2007-05-01 12:05:51.0,2007-05-01 12:05:51.0,2007-05-01 12:05:51.0,9.0,9.0,,1,0,0,1,Calculate total in proportion with fractions,3
1851854,2466203,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-115,1,EquationAnswer,2007-05-01 12:07:29.0,2007-05-01 12:07:32.0,2007-05-01 12:07:32.0,2007-05-01 12:07:32.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,4
1851866,2466215,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-014,1,EquationAnswer,2007-05-01 12:09:45.0,2007-05-01 12:09:48.0,2007-05-01 12:09:48.0,2007-05-01 12:09:48.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,5
1851878,2466227,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-189,1,EquationAnswer,2007-05-01 12:11:51.0,2007-05-01 12:11:54.0,2007-05-01 12:11:54.0,2007-05-01 12:11:54.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,4
1851890,2466239,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-130,1,EquationAnswer,2007-05-01 12:12:59.0,2007-05-01 12:13:01.0,2007-05-01 12:13:01.0,2007-05-01 12:13:01.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,5
1851899,2466248,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-162,2,EquationAnswer,2007-05-03 13:42:50.0,2007-05-03 13:43:06.0,2007-05-03 13:43:06.0,2007-05-03 13:43:06.0,16.0,16.0,,1,0,0,1,Calculate part in proportion with fractions,6
1851915,2466264,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-197,1,EquationAnswer,2007-05-03 13:44:47.0,2007-05-03 13:44:54.0,2007-05-03 13:44:54.0,2007-05-03 13:44:54.0,7.0,7.0,,1,0,0,1,Calculate total in proportion with fractions,6
1851923,2466272,248asespl,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-028,1,EquationAnswer,2007-05-03 13:45:29.0,2007-05-03 13:45:34.0,2007-05-03 13:45:34.0,2007-05-03 13:45:34.0,5.0,5.0,,1,0,0,1,Calculate total in proportion with fractions,7
1854396,2469182,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2007-04-12 13:58:26.0,2007-04-12 13:58:31.0,2007-04-12 13:58:31.0,2007-04-12 13:58:31.0,5.0,5.0,,1,0,0,1,Calculate unit rate,1
1854407,2469193,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2007-04-12 13:58:59.0,2007-04-12 13:59:14.0,2007-04-12 13:59:59.0,2007-04-12 13:59:59.0,41.0,,41.0,0,1,1,1,Calculate unit rate,2
1854416,2469202,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity1,2007-04-12 14:00:43.0,2007-04-12 14:00:45.0,2007-04-12 14:01:12.0,2007-04-12 14:01:12.0,15.0,,15.0,0,1,1,1,Calculate unit rate,3
1854425,2469211,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity2,2007-04-12 14:01:29.0,2007-04-12 14:01:33.0,2007-04-12 14:01:55.0,2007-04-12 14:01:55.0,12.0,,12.0,0,1,1,1,Calculate unit rate,4
1854432,2469218,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-152,1,SimplifiedNumeratorQuantity1,2007-04-12 14:02:51.0,2007-04-12 14:02:57.0,2007-04-12 14:02:57.0,2007-04-12 14:02:57.0,6.0,6.0,,1,0,0,1,Calculate unit rate,5
1854443,2469229,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-152,1,SimplifiedNumeratorQuantity2,2007-04-12 14:03:22.0,2007-04-12 14:03:29.0,2007-04-12 14:03:55.0,2007-04-12 14:03:55.0,12.0,,12.0,0,1,1,1,Calculate unit rate,6
1854450,2469236,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-154,1,SimplifiedNumeratorQuantity1,2007-04-12 14:04:39.0,2007-04-12 14:04:43.0,2007-04-12 14:04:43.0,2007-04-12 14:04:43.0,4.0,4.0,,1,0,0,1,Calculate unit rate,7
1854461,2469247,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-154,1,SimplifiedNumeratorQuantity2,2007-04-12 14:05:01.0,2007-04-12 14:05:13.0,2007-04-12 14:05:39.0,2007-04-12 14:05:39.0,27.0,,27.0,0,2,1,1,Calculate unit rate,8
1854468,2469254,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity1,2007-04-12 14:06:16.0,2007-04-12 14:06:19.0,2007-04-12 14:06:19.0,2007-04-12 14:06:19.0,3.0,3.0,,1,0,0,1,Calculate unit rate,9
1854479,2469265,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-014,1,SimplifiedNumeratorQuantity2,2007-04-12 14:06:44.0,2007-04-12 14:06:49.0,2007-04-12 14:07:28.0,2007-04-12 14:07:28.0,34.0,,34.0,0,2,1,1,Calculate unit rate,10
1854489,2469275,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-064,1,SimplifiedNumeratorQuantity1,2007-04-12 14:08:02.0,2007-04-12 14:08:04.0,2007-04-12 14:08:21.0,2007-04-12 14:08:21.0,8.0,,8.0,0,1,1,1,Calculate unit rate,11
1854497,2469283,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-064,1,SimplifiedNumeratorQuantity2,2007-04-12 14:08:43.0,2007-04-12 14:08:47.0,2007-04-12 14:08:47.0,2007-04-12 14:08:47.0,4.0,4.0,,1,0,0,1,Calculate unit rate,12
1854506,2469292,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-087,1,SimplifiedNumeratorQuantity1,2007-04-12 14:09:24.0,2007-04-12 14:09:26.0,2007-04-12 14:09:55.0,2007-04-12 14:09:55.0,20.0,,20.0,0,4,1,1,Calculate unit rate,13
1854515,2469301,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-087,1,SimplifiedNumeratorQuantity2,2007-04-12 14:10:19.0,2007-04-12 14:10:21.0,2007-04-12 14:10:31.0,2007-04-12 14:10:31.0,11.0,,11.0,0,1,1,1,Calculate unit rate,14
1854522,2469308,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-132,1,SimplifiedNumeratorQuantity1,2007-04-13 13:09:47.0,2007-04-13 13:09:50.0,2007-04-13 13:09:50.0,2007-04-13 13:09:50.0,3.0,3.0,,1,0,0,1,Calculate unit rate,15
1854533,2469319,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-132,1,SimplifiedNumeratorQuantity2,2007-04-13 13:10:10.0,2007-04-13 13:10:15.0,2007-04-13 13:10:52.0,2007-04-13 13:10:52.0,20.0,,20.0,0,2,1,1,Calculate unit rate,16
1854540,2469326,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-010,1,SimplifiedNumeratorQuantity1,2007-04-13 13:11:31.0,2007-04-13 13:11:32.0,2007-04-13 13:11:32.0,2007-04-13 13:11:32.0,1.0,1.0,,1,0,0,1,Calculate unit rate,17
1854551,2469337,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-010,1,SimplifiedNumeratorQuantity2,2007-04-13 13:12:04.0,2007-04-13 13:12:07.0,2007-04-13 13:12:31.0,2007-04-13 13:12:31.0,19.0,,19.0,0,1,1,1,Calculate unit rate,18
1854558,2469344,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-107,1,SimplifiedNumeratorQuantity1,2007-04-13 13:13:04.0,2007-04-13 13:13:06.0,2007-04-13 13:13:06.0,2007-04-13 13:13:06.0,2.0,2.0,,1,0,0,1,Calculate unit rate,19
1854569,2469355,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-107,1,SimplifiedNumeratorQuantity2,2007-04-13 13:13:35.0,2007-04-13 13:13:39.0,2007-04-13 13:13:50.0,2007-04-13 13:13:50.0,14.0,,14.0,0,1,1,1,Calculate unit rate,20
1854586,2469372,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity2,2007-04-13 13:15:00.0,2007-04-13 13:15:04.0,2007-04-13 13:15:45.0,2007-04-13 13:15:45.0,21.0,,21.0,0,3,1,1,Calculate unit rate,21
1854587,2469373,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-061,1,SimplifiedNumeratorQuantity1,2007-04-13 13:14:25.0,2007-04-13 13:14:27.0,2007-04-13 13:15:49.0,2007-04-13 13:15:49.0,11.0,,11.0,0,1,1,1,Calculate unit rate,22
1854594,2469380,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-127,1,SimplifiedNumeratorQuantity1,2007-04-13 13:16:16.0,2007-04-13 13:16:18.0,2007-04-13 13:16:18.0,2007-04-13 13:16:18.0,2.0,2.0,,1,0,0,1,Calculate unit rate,23
1854605,2469391,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-127,1,SimplifiedNumeratorQuantity2,2007-04-13 13:16:39.0,2007-04-13 13:16:44.0,2007-04-13 13:17:07.0,2007-04-13 13:17:07.0,20.0,,20.0,0,1,1,1,Calculate unit rate,24
1854612,2469398,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-080,1,SimplifiedNumeratorQuantity1,2007-04-13 13:17:51.0,2007-04-13 13:17:53.0,2007-04-13 13:17:53.0,2007-04-13 13:17:53.0,2.0,2.0,,1,0,0,1,Calculate unit rate,25
1854623,2469409,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-080,1,SimplifiedNumeratorQuantity2,2007-04-13 13:18:10.0,2007-04-13 13:18:14.0,2007-04-13 13:20:18.0,2007-04-13 13:20:18.0,121.0,,121.0,0,3,1,1,Calculate unit rate,26
1854637,2469423,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-192,1,SimplifiedNumeratorQuantity2,2007-04-13 13:28:43.0,2007-04-13 13:28:47.0,2007-04-13 13:28:47.0,2007-04-13 13:28:47.0,4.0,4.0,,1,0,0,1,Calculate unit rate,27
1854641,2469427,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-192,1,SimplifiedNumeratorQuantity1,2007-04-13 13:25:44.0,2007-04-13 13:25:46.0,2007-04-13 13:29:15.0,2007-04-13 13:29:15.0,23.0,,23.0,0,1,1,1,Calculate unit rate,28
1854655,2469441,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,2007-04-17 11:48:08.0,2007-04-17 11:48:12.0,2007-04-17 11:48:31.0,2007-04-17 11:48:31.0,18.0,,18.0,0,2,1,1,Calculate part in proportion with fractions,1
1854668,2469454,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-051,1,EquationAnswer,2007-04-17 11:50:36.0,2007-04-17 11:50:43.0,2007-04-17 11:51:29.0,2007-04-17 11:51:29.0,15.0,,15.0,0,2,0,1,Calculate part in proportion with fractions,2
1854681,2469467,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-077,1,EquationAnswer,2007-04-17 11:53:22.0,2007-04-17 11:53:25.0,2007-04-17 11:53:25.0,2007-04-17 11:53:25.0,3.0,3.0,,1,0,0,1,Calculate part in proportion with fractions,3
1854694,2469480,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-053,1,EquationAnswer,2007-04-17 11:54:39.0,2007-04-17 11:54:41.0,2007-04-17 11:55:02.0,2007-04-17 11:55:02.0,19.0,,19.0,0,2,1,1,Calculate total in proportion with fractions,1
1854707,2469493,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-043,1,EquationAnswer,2007-04-17 11:56:30.0,2007-04-17 11:56:35.0,2007-04-17 11:56:35.0,2007-04-17 11:56:35.0,5.0,5.0,,1,0,0,1,Calculate total in proportion with fractions,2
1854720,2469506,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-097,1,EquationAnswer,2007-04-17 11:57:43.0,2007-04-17 11:57:52.0,2007-04-17 11:58:07.0,2007-04-17 11:58:07.0,19.0,,19.0,0,1,1,1,Calculate total in proportion with fractions,3
1854733,2469519,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-190,1,EquationAnswer,2007-04-17 11:59:11.0,2007-04-17 11:59:22.0,2007-04-17 11:59:44.0,2007-04-17 11:59:44.0,28.0,,28.0,0,3,1,1,Calculate part in proportion with fractions,4
1854746,2469532,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-081,1,EquationAnswer,2007-04-17 12:00:47.0,2007-04-17 12:00:53.0,2007-04-17 12:01:04.0,2007-04-17 12:01:04.0,10.5,,10.5,0,1,1,1,Calculate total in proportion with fractions,4
1854759,2469545,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-142,1,EquationAnswer,2007-04-17 12:02:50.0,2007-04-17 12:02:52.0,2007-04-17 12:02:52.0,2007-04-17 12:02:52.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,5
1854771,2469557,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-094,1,EquationAnswer,2007-04-17 12:03:54.0,2007-04-17 12:03:55.0,2007-04-17 12:04:03.0,2007-04-17 12:04:03.0,9.0,,9.0,0,1,0,1,Calculate part in proportion with fractions,5
1854784,2469570,248ehviie,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-137,1,EquationAnswer,2007-04-17 12:05:23.0,2007-04-17 12:05:39.0,2007-04-17 12:05:56.0,2007-04-17 12:05:56.0,28.0,,28.0,0,2,1,1,Calculate part in proportion with fractions,6
1855330,2470566,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-11-15 12:59:21.0,2006-11-15 12:59:27.0,2006-11-15 12:59:27.0,2006-11-15 12:59:27.0,6.0,6.0,,1,0,0,1,Calculate unit rate,1
1855340,2470576,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-11-15 12:59:50.0,2006-11-15 12:59:52.0,2006-11-15 13:01:16.0,2006-11-15 13:01:16.0,74.0,,74.0,0,8,2,1,Calculate unit rate,2
1855347,2470583,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity1,2006-11-15 13:02:00.0,2006-11-15 13:02:02.0,2006-11-15 13:02:10.0,2006-11-15 13:02:10.0,10.0,,10.0,0,1,0,1,Calculate unit rate,3
1855355,2470591,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-005,1,SimplifiedNumeratorQuantity2,2006-11-15 13:02:28.0,2006-11-15 13:02:30.0,2006-11-15 13:02:36.0,2006-11-15 13:02:36.0,8.0,,8.0,0,1,0,1,Calculate unit rate,4
1855364,2470600,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-065,1,SimplifiedNumeratorQuantity1,2006-11-15 13:03:09.0,2006-11-15 13:03:15.0,2006-11-15 13:03:15.0,2006-11-15 13:03:15.0,6.0,6.0,,1,0,0,1,Calculate unit rate,5
1855372,2470608,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-065,1,SimplifiedNumeratorQuantity2,2006-11-15 13:03:33.0,2006-11-15 13:03:38.0,2006-11-15 13:03:38.0,2006-11-15 13:03:38.0,5.0,5.0,,1,0,0,1,Calculate unit rate,6
1855381,2470617,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-197,1,SimplifiedNumeratorQuantity1,2006-11-15 13:04:25.0,2006-11-15 13:04:32.0,2006-11-15 13:04:44.0,2006-11-15 13:04:44.0,19.0,,19.0,0,2,0,1,Calculate unit rate,7
1855389,2470625,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-197,1,SimplifiedNumeratorQuantity2,2006-11-15 13:04:58.0,2006-11-15 13:05:06.0,2006-11-15 13:05:06.0,2006-11-15 13:05:06.0,8.0,8.0,,1,0,0,1,Calculate unit rate,8
1855398,2470634,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-193,1,SimplifiedNumeratorQuantity1,2006-11-15 13:05:56.0,2006-11-15 13:06:04.0,2006-11-15 13:06:04.0,2006-11-15 13:06:04.0,8.0,8.0,,1,0,0,1,Calculate unit rate,9
1855406,2470642,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-193,1,SimplifiedNumeratorQuantity2,2006-11-15 13:06:19.0,2006-11-15 13:06:22.0,2006-11-15 13:06:22.0,2006-11-15 13:06:22.0,3.0,3.0,,1,0,0,1,Calculate unit rate,10
1855415,2470651,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-066,1,SimplifiedNumeratorQuantity1,2006-11-15 13:07:00.0,2006-11-15 13:07:07.0,2006-11-15 13:07:07.0,2006-11-15 13:07:07.0,7.0,7.0,,1,0,0,1,Calculate unit rate,11
1855423,2470659,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-066,1,SimplifiedNumeratorQuantity2,2006-11-15 13:07:19.0,2006-11-15 13:07:26.0,2006-11-15 13:07:26.0,2006-11-15 13:07:26.0,7.0,7.0,,1,0,0,1,Calculate unit rate,12
1855437,2470673,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,2006-11-15 13:11:10.0,2006-11-15 13:11:18.0,2006-11-15 13:11:18.0,2006-11-15 13:11:18.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,1
1855449,2470685,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-192,1,EquationAnswer,2006-11-15 13:13:25.0,2006-11-15 13:13:29.0,2006-11-15 13:14:09.0,2006-11-15 13:14:09.0,15.0,,15.0,0,2,0,1,Calculate total in proportion with fractions,1
1855461,2470697,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-038,1,EquationAnswer,2006-11-15 13:15:52.0,2006-11-15 13:15:54.0,2006-11-15 13:15:54.0,2006-11-15 13:15:54.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,2
1855473,2470709,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-151,1,EquationAnswer,2006-11-15 13:16:32.0,2006-11-15 13:16:40.0,2006-11-15 13:16:40.0,2006-11-15 13:16:40.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,2
1855486,2470722,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-051,1,EquationAnswer,2006-11-15 13:18:34.0,2006-11-15 13:18:36.0,2006-11-15 13:18:37.0,2006-11-15 13:18:37.0,3.0,,3.0,0,1,0,1,Calculate part in proportion with fractions,3
1855498,2470734,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-046,1,EquationAnswer,2006-11-15 13:19:28.0,2006-11-15 13:19:38.0,2006-11-15 13:19:38.0,2006-11-15 13:19:38.0,10.0,10.0,,1,0,0,1,Calculate part in proportion with fractions,4
1855510,2470746,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-043,1,EquationAnswer,2006-11-15 13:20:40.0,2006-11-15 13:20:42.0,2006-11-15 13:20:42.0,2006-11-15 13:20:42.0,2.0,2.0,,1,0,0,1,Calculate total in proportion with fractions,3
1857112,2473383,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity1,2007-03-13 12:00:01.0,2007-03-13 12:00:03.0,2007-03-13 12:00:03.0,2007-03-13 12:00:03.0,2.0,2.0,,1,0,0,1,Calculate unit rate,13
1857122,2473393,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,2,SimplifiedNumeratorQuantity2,2007-03-13 12:00:18.0,2007-03-13 12:00:21.0,2007-03-13 12:01:07.0,2007-03-13 12:01:07.0,31.0,,31.0,0,5,1,1,Calculate unit rate,14
1857129,2473400,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-159,1,SimplifiedNumeratorQuantity1,2007-03-13 12:01:38.0,2007-03-13 12:01:39.0,2007-03-13 12:01:49.0,2007-03-13 12:01:49.0,11.0,,11.0,0,1,0,1,Calculate unit rate,15
1857137,2473408,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-159,1,SimplifiedNumeratorQuantity2,2007-03-13 12:02:05.0,2007-03-13 12:02:11.0,2007-03-13 12:02:11.0,2007-03-13 12:02:11.0,6.0,6.0,,1,0,0,1,Calculate unit rate,16
1857146,2473417,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-080,1,SimplifiedNumeratorQuantity1,2007-03-13 12:02:41.0,2007-03-13 12:02:43.0,2007-03-13 12:02:43.0,2007-03-13 12:02:43.0,2.0,2.0,,1,0,0,1,Calculate unit rate,17
1857154,2473425,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-080,1,SimplifiedNumeratorQuantity2,2007-03-13 12:02:54.0,2007-03-13 12:02:56.0,2007-03-13 12:03:03.0,2007-03-13 12:03:03.0,9.0,,9.0,0,1,0,1,Calculate unit rate,18
1857163,2473434,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-145,1,SimplifiedNumeratorQuantity1,2007-03-13 12:03:27.0,2007-03-13 12:03:29.0,2007-03-13 12:03:29.0,2007-03-13 12:03:29.0,2.0,2.0,,1,0,0,1,Calculate unit rate,19
1857171,2473442,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-145,1,SimplifiedNumeratorQuantity2,2007-03-13 12:03:45.0,2007-03-13 12:03:47.0,2007-03-13 12:03:47.0,2007-03-13 12:03:47.0,2.0,2.0,,1,0,0,1,Calculate unit rate,20
1857186,2473457,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2007-03-13 12:05:10.0,2007-03-13 12:05:13.0,2007-03-13 12:05:19.0,2007-03-13 12:05:19.0,9.0,,9.0,0,1,0,1,Calculate part in proportion with fractions,11
1857199,2473470,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-118,1,EquationAnswer,2007-03-13 12:06:53.0,2007-03-13 12:06:59.0,2007-03-13 12:06:59.0,2007-03-13 12:06:59.0,6.0,6.0,,1,0,0,1,Calculate part in proportion with fractions,12
1857211,2473482,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-106,1,EquationAnswer,2007-03-13 12:07:39.0,2007-03-13 12:07:40.0,2007-03-13 12:07:40.0,2007-03-13 12:07:40.0,0.5,0.5,,1,0,0,1,Calculate total in proportion with fractions,7
1857224,2473495,248fh5hgh,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-177,1,EquationAnswer,2007-03-13 12:08:53.0,2007-03-13 12:08:54.0,2007-03-13 12:08:57.0,2007-03-13 12:08:57.0,2.0,,2.0,0,1,0,1,Calculate total in proportion with fractions,8
